transaction_id,items,basket_size
id_0720,"['frozen_vegetables', 'coffee']",2
id_0721,"['pastry', 'soda']",2
id_0722,"['curd', 'bottled_water', 'photo/film']",3
id_0723,"['yogurt', 'bottled_water', 'male_cosmetics']",3
id_0725,"['coffee', 'chocolate']",2
id_0726,"['sauces', 'softener']",2
id_0727,"['napkins', 'dishes']",2
id_0728,"['other_vegetables', 'rolls/buns', 'canned_fish']",3
id_0729,"['chicken', 'citrus_fruit', 'onions', 'bottled_water']",4
id_0731,"['whole_milk', 'rolls/buns']",2
id_0732,"['rolls/buns', 'margarine']",2
id_0733,"['tropical_fruit', 'soft_cheese', 'rolls/buns', 'chocolate']",4
id_0734,"['tropical_fruit', 'pip_fruit', 'brown_bread']",3
id_0735,"['meat', 'rolls/buns', 'specialty_chocolate']",3
id_0736,"['whole_milk', 'coffee', 'female_sanitary_products', 'shopping_bags']",4
id_0737,"['misc_beverages', 'chocolate']",2
id_0738,"['pastry', 'long_life_bakery_product']",2
id_0739,"['soda', 'fruit/vegetable_juice']",2
id_0741,"['domestic_eggs', 'long_life_bakery_product', 'seasonal_products']",3
id_0744,"['yogurt', 'uht-milk', 'domestic_eggs', 'rolls/buns']",4
id_0747,"['citrus_fruit', 'other_vegetables', 'whole_milk']",3
id_0749,"['whole_milk', 'rolls/buns']",2
id_0751,"['tropical_fruit', 'newspapers']",2
id_0752,"['rolls/buns', 'margarine', 'newspapers']",3
id_0754,"['whole_milk', 'dessert']",2
id_0756,"['yogurt', 'rolls/buns']",2
id_0759,"['frankfurter', 'pip_fruit', 'other_vegetables', 'whole_milk']",4
id_0760,"['whole_milk', 'rolls/buns']",2
id_0761,"['whole_milk', 'frozen_vegetables']",2
id_0762,"['whole_milk', 'yogurt', 'white_bread', 'newspapers']",4
id_0763,"['domestic_eggs', 'rolls/buns', 'soda']",3
id_0764,"['soda', 'waffles']",2
id_0766,"['butter_milk', 'coffee']",2
id_0767,"['cream_cheese', 'soda']",2
id_0770,"['frankfurter', 'pip_fruit', 'rolls/buns', 'bottled_water']",4
id_0772,"['nuts/prunes', 'rolls/buns', 'soda']",3
id_0774,"['rolls/buns', 'soda']",2
id_0776,"['chocolate', 'candy']",2
id_0778,"['beef', 'herbs', 'whole_milk']",3
id_0780,"['frankfurter', 'rolls/buns', 'fruit/vegetable_juice']",3
id_0781,"['pip_fruit', 'whole_milk', 'whipped/sour_cream', 'baking_powder']",4
id_0784,"['butter', 'cleaner']",2
id_0785,"['fruit/vegetable_juice', 'nut_snack']",2
id_0786,"['meat', 'specialty_bar']",2
id_0787,"['pip_fruit', 'butter', 'curd', 'chocolate']",4
id_0788,"['other_vegetables', 'domestic_eggs']",2
id_0790,"['whole_milk', 'white_bread', 'salty_snack']",3
id_0794,"['dessert', 'frozen_dessert']",2
id_0796,"['soda', 'long_life_bakery_product']",2
id_0797,"['beef', 'other_vegetables', 'domestic_eggs', 'pastry']",4
id_0798,"['spread_cheese', 'pastry']",2
id_0799,"['citrus_fruit', 'tropical_fruit', 'other_vegetables', 'pot_plants']",4
id_0800,"['rolls/buns', 'soda']",2
id_0801,"['pip_fruit', 'roll_products', 'pot_plants']",3
id_0804,"['pip_fruit', 'whole_milk']",2
id_0805,"['other_vegetables', 'rolls/buns']",2
id_0807,"['citrus_fruit', 'other_vegetables', 'butter', 'candy']",4
id_0808,"['citrus_fruit', 'uht-milk', 'napkins']",3
id_0809,"['rolls/buns', 'newspapers']",2
id_0810,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4
id_0812,"['frozen_fish', 'hygiene_articles', 'shopping_bags']",3
id_0813,"['tropical_fruit', 'pastry', 'soda']",3
id_0814,"['beverages', 'pastry']",2
id_0816,"['whole_milk', 'rolls/buns', 'newspapers']",3
id_0817,"['pastry', 'soda']",2
id_0819,"['whole_milk', 'bottled_water', 'napkins']",3
id_0820,"['pip_fruit', 'whole_milk']",2
id_0821,"['yogurt', 'specialty_chocolate', 'seasonal_products']",3
id_0822,"['whipped/sour_cream', 'baking_powder']",2
id_0823,"['other_vegetables', 'cream_cheese', 'rolls/buns']",3
id_0826,"['beef', 'frozen_fish', 'rolls/buns', 'margarine']",4
id_0830,"['soda', 'house_keeping_products']",2
id_0833,"['butter', 'rolls/buns', 'newspapers']",3
id_0834,"['frozen_vegetables', 'sugar', 'coffee']",3
id_0835,"['root_vegetables', 'whole_milk', 'domestic_eggs']",3
id_0836,"['tropical_fruit', 'napkins']",2
id_0838,"['whipped/sour_cream', 'rice', 'popcorn']",3
id_0839,"['pip_fruit', 'coffee']",2
id_0842,"['pip_fruit', 'yogurt', 'ice_cream', 'soda']",4
id_0843,"['tropical_fruit', 'whole_milk', 'butter', 'brown_bread']",4
id_0844,"['pip_fruit', 'napkins']",2
id_0848,"['rolls/buns', 'fruit/vegetable_juice']",2
id_0849,"['tropical_fruit', 'rolls/buns']",2
id_0851,"['whole_milk', 'pastry']",2
id_0854,"['rolls/buns', 'meat_spreads']",2
id_0855,"['butter', 'whipped/sour_cream', 'domestic_eggs', 'rolls/buns']",4
id_0857,"['rolls/buns', 'bottled_water', 'soda']",3
id_0858,"['whole_milk', 'brown_bread', 'newspapers']",3
id_0859,"['dessert', 'zwieback']",2
id_0860,"['frankfurter', 'domestic_eggs']",2
id_0861,"['whipped/sour_cream', 'soda']",2
id_0866,"['whole_milk', 'margarine', 'pot_plants']",3
id_0867,"['curd', 'yogurt', 'frozen_vegetables']",3
id_0872,"['citrus_fruit', 'pip_fruit', 'other_vegetables', 'canned_vegetables']",4
id_0875,"['beverages', 'rolls/buns', 'long_life_bakery_product', 'shopping_bags']",4
id_0876,"['root_vegetables', 'butter', 'pot_plants']",3
id_0877,"['other_vegetables', 'soda']",2
id_0879,"['chicken', 'other_vegetables', 'whole_milk']",3
id_0880,"['chicken', 'napkins']",2
id_0881,"['whipped/sour_cream', 'female_sanitary_products']",2
id_0882,"['whole_milk', 'whipped/sour_cream']",2
id_0884,"['root_vegetables', 'whole_milk', 'yogurt']",3
id_0885,"['rolls/buns', 'brown_bread', 'bottled_water']",3
id_0886,"['sweet_spreads', 'coffee', 'chocolate', 'seasonal_products']",4
id_0887,"['beef', 'pot_plants']",2
id_0888,"['frozen_vegetables', 'frozen_meals']",2
id_0889,"['bottled_water', 'specialty_chocolate']",2
id_0891,"['ice_cream', 'sugar', 'napkins', 'dishes']",4
id_0892,"['butter', 'margarine']",2
id_0893,"['whole_milk', 'bottled_water', 'fruit/vegetable_juice']",3
id_0894,"['hard_cheese', 'newspapers']",2
id_0896,"['soups', 'soda', 'shopping_bags']",3
id_0897,"['pastry', 'soda']",2
id_0898,"['onions', 'rolls/buns']",2
id_0899,"['ice_cream', 'soda', 'fruit/vegetable_juice']",3
id_0901,"['misc_beverages', 'cake_bar']",2
id_0903,"['cat_food', 'chocolate', 'specialty_chocolate']",3
id_0906,"['berries', 'other_vegetables', 'yogurt']",3
id_0907,"['whole_milk', 'pot_plants']",2
id_0908,"['root_vegetables', 'domestic_eggs']",2
id_0910,"['ice_cream', 'bottled_water']",2
id_0911,"['ice_cream', 'soda', 'specialty_chocolate']",3
id_0912,"['curd', 'yogurt', 'waffles']",3
id_0913,"['other_vegetables', 'domestic_eggs', 'soda']",3
id_0914,"['other_vegetables', 'pastry']",2
id_0915,"['root_vegetables', 'canned_vegetables', 'soda', 'shopping_bags']",4
id_0916,"['pastry', 'salty_snack']",2
id_0917,"['other_vegetables', 'brown_bread', 'soda']",3
id_0918,"['other_vegetables', 'frozen_vegetables', 'pastry', 'specialty_bar']",4
id_0921,"['chocolate', 'pot_plants']",2
id_0922,"['other_vegetables', 'yogurt', 'fruit/vegetable_juice', 'shopping_bags']",4
id_0923,"['pip_fruit', 'vinegar', 'bottled_water', 'shopping_bags']",4
id_0924,"['mustard', 'soda', 'fruit/vegetable_juice']",3
id_0925,"['whole_milk', 'margarine', 'bottled_water']",3
id_0926,"['citrus_fruit', 'tropical_fruit', 'other_vegetables']",3
id_0930,"['beef', 'grapes', 'fruit/vegetable_juice']",3
id_0931,"['pip_fruit', 'sugar']",2
id_0934,"['pip_fruit', 'domestic_eggs']",2
id_0935,"['butter_milk', 'specialty_chocolate']",2
id_0940,"['other_vegetables', 'dessert', 'waffles', 'light_bulbs']",4
id_0941,"['domestic_eggs', 'cat_food', 'bottled_water']",3
id_0942,"['root_vegetables', 'yogurt', 'fruit/vegetable_juice']",3
id_0943,"['other_vegetables', 'yogurt']",2
id_0944,"['other_vegetables', 'whole_milk', 'yogurt', 'spices']",4
id_0945,"['pip_fruit', 'margarine']",2
id_0946,"['berries', 'chewing_gum', 'seasonal_products', 'newspapers']",4
id_0947,"['whole_milk', 'specialty_bar']",2
id_0948,"['whole_milk', 'specialty_fat', 'soda']",3
id_0949,"['cat_food', 'chocolate']",2
id_0950,"['brown_bread', 'margarine', 'long_life_bakery_product', 'flower_(seeds)']",4
id_0951,"['fish', 'brown_bread', 'pet_care', 'napkins']",4
id_0952,"['whole_milk', 'brown_bread']",2
id_0953,"['soda', 'chocolate', 'chocolate_marshmallow']",3
id_0955,"['whole_milk', 'soda']",2
id_0956,"['citrus_fruit', 'pip_fruit', 'whole_milk', 'bottled_water']",4
id_0957,"['rolls/buns', 'soda']",2
id_0958,"['butter_milk', 'hard_cheese']",2
id_0959,"['pastry', 'soda']",2
id_0960,"['spread_cheese', 'fruit/vegetable_juice']",2
id_0961,"['frankfurter', 'onions', 'candy', 'detergent']",4
id_0962,"['frankfurter', 'pip_fruit', 'newspapers']",3
id_0963,"['rolls/buns', 'white_bread', 'dish_cleaner', 'shopping_bags']",4
id_0964,"['other_vegetables', 'whole_milk', 'soda', 'chocolate']",4
id_0966,"['citrus_fruit', 'pip_fruit']",2
id_0967,"['flour', 'bottled_water', 'chocolate', 'specialty_chocolate']",4
id_0968,"['frankfurter', 'rolls/buns']",2
id_0972,"['frozen_vegetables', 'rolls/buns', 'pastry']",3
id_0973,"['tropical_fruit', 'other_vegetables', 'whole_milk', 'frozen_meals']",4
id_0974,"['frankfurter', 'beef', 'other_vegetables', 'rolls/buns']",4
id_0975,"['sweet_spreads', 'cat_food']",2
id_0976,"['pip_fruit', 'soda']",2
id_0978,"['liver_loaf', 'whole_milk', 'yogurt']",3
id_0979,"['curd', 'tidbits', 'soda']",3
id_0982,"['bottled_water', 'fruit/vegetable_juice']",2
id_0985,"['onions', 'spread_cheese']",2
id_0989,"['rolls/buns', 'misc_beverages']",2
id_0990,"['tropical_fruit', 'other_vegetables']",2
id_0992,"['frankfurter', 'frozen_potato_products']",2
id_0993,"['pip_fruit', 'soda', 'cake_bar', 'specialty_chocolate']",4
id_0994,"['tropical_fruit', 'cream_cheese', 'chocolate']",3
id_0995,"['whole_milk', 'yogurt']",2
id_0997,"['pip_fruit', 'pastry']",2
id_0998,"['domestic_eggs', 'rolls/buns']",2
id_0999,"['citrus_fruit', 'male_cosmetics']",2
id_1000,"['rolls/buns', 'tea']",2
id_1002,"['rolls/buns', 'newspapers']",2
id_1003,"['tropical_fruit', 'zwieback', 'bottled_water']",3
id_1004,"['whole_milk', 'beverages', 'frozen_meals', 'frozen_dessert']",4
id_1005,"['margarine', 'napkins']",2
id_1006,"['dessert', 'rolls/buns', 'bottled_water', 'specialty_bar']",4
id_1007,"['beef', 'whipped/sour_cream', 'napkins']",3
id_1008,"['brown_bread', 'fruit/vegetable_juice', 'newspapers', 'shopping_bags']",4
id_1010,"['sweet_spreads', 'soda', 'waffles']",3
id_1011,"['pastry', 'instant_coffee']",2
id_1012,"['whole_milk', 'hard_cheese', 'coffee']",3
id_1013,"['other_vegetables', 'whipped/sour_cream']",2
id_1014,"['pip_fruit', 'onions', 'whole_milk']",3
id_1016,"['pastry', 'soda']",2
id_1020,"['liver_loaf', 'rolls/buns', 'soda']",3
id_1021,"['frankfurter', 'chicken', 'brown_bread', 'oil']",4
id_1023,"['butter', 'yogurt', 'whipped/sour_cream']",3
id_1026,"['yogurt', 'rolls/buns']",2
id_1029,"['soda', 'chocolate', 'specialty_chocolate']",3
id_1030,"['oil', 'fruit/vegetable_juice']",2
id_1031,"['onions', 'yogurt', 'frozen_vegetables']",3
id_1032,"['citrus_fruit', 'pip_fruit']",2
id_1033,"['yogurt', 'pastry']",2
id_1035,"['dish_cleaner', 'napkins']",2
id_1036,"['yogurt', 'organic_products', 'shopping_bags']",3
id_1037,"['sauces', 'specialty_chocolate']",2
id_1038,"['brown_bread', 'pastry', 'pasta']",3
id_1039,"['cream_cheese', 'ice_cream', 'white_bread', 'specialty_chocolate']",4
id_1040,"['ice_cream', 'chocolate_marshmallow']",2
id_1041,"['hard_cheese', 'soda']",2
id_1042,"['detergent', 'decalcifier', 'hygiene_articles']",3
id_1043,"['soda', 'specialty_bar']",2
id_1044,"['pip_fruit', 'other_vegetables', 'whipped/sour_cream', 'oil']",4
id_1045,"['whole_milk', 'butter_milk', 'yogurt']",3
id_1047,"['beverages', 'rolls/buns']",2
id_1048,"['ice_cream', 'frozen_dessert', 'salty_snack']",3
id_1049,"['butter', 'sliced_cheese', 'misc_beverages', 'fruit/vegetable_juice']",4
id_1050,"['beverages', 'waffles']",2
id_1052,"['yogurt', 'bottled_water']",2
id_1056,"['uht-milk', 'hygiene_articles', 'cling_film/bags', 'newspapers']",4
id_1058,"['whole_milk', 'yogurt', 'rolls/buns', 'bottled_water']",4
id_1059,"['yogurt', 'rolls/buns', 'pastry', 'soda']",4
id_1060,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4
id_1061,"['chocolate', 'specialty_bar']",2
id_1062,"['citrus_fruit', 'tropical_fruit', 'fruit/vegetable_juice']",3
id_1063,"['specialty_fat', 'sugar', 'cat_food']",3
id_1064,"['spread_cheese', 'rolls/buns', 'brown_bread', 'soda']",4
id_1065,"['whole_milk', 'pastry']",2
id_1066,"['whole_milk', 'pastry']",2
id_1068,"['beef', 'other_vegetables', 'whole_milk', 'rolls/buns']",4
id_1069,"['pip_fruit', 'whole_milk', 'yogurt']",3
id_1070,"['other_vegetables', 'rolls/buns']",2
id_1071,"['rolls/buns', 'specialty_chocolate']",2
id_1073,"['whole_milk', 'cat_food', 'bottled_water', 'napkins']",4
id_1074,"['beverages', 'processed_cheese']",2
id_1077,"['beef', 'root_vegetables', 'other_vegetables', 'whipped/sour_cream']",4
id_1078,"['domestic_eggs', 'dish_cleaner', 'hygiene_articles']",3
id_1079,"['processed_cheese', 'rolls/buns', 'soda']",3
id_1080,"['citrus_fruit', 'curd']",2
id_1082,"['pastry', 'candles']",2
id_1083,"['berries', 'other_vegetables', 'whole_milk', 'whipped/sour_cream']",4
id_1084,"['whole_milk', 'yogurt', 'whipped/sour_cream', 'sugar']",4
id_1086,"['whole_milk', 'butter_milk', 'domestic_eggs']",3
id_1088,"['rolls/buns', 'bottled_water']",2
id_1090,"['frankfurter', 'rolls/buns', 'napkins']",3
id_1091,"['rolls/buns', 'pastry', 'soda']",3
id_1092,"['uht-milk', 'margarine', 'bottled_water', 'soda']",4
id_1093,"['pip_fruit', 'yogurt']",2
id_1094,"['whole_milk', 'coffee']",2
id_1096,"['pasta', 'fruit/vegetable_juice']",2
id_1097,"['tropical_fruit', 'butter', 'brown_bread']",3
id_1098,"['whole_milk', 'bottled_water']",2
id_1099,"['rolls/buns', 'soda', 'specialty_bar']",3
id_1100,"['rolls/buns', 'fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",4
id_1101,"['pastry', 'fruit/vegetable_juice']",2
id_1102,"['rolls/buns', 'soda']",2
id_1103,"['domestic_eggs', 'soda']",2
id_1106,"['onions', 'whole_milk', 'butter', 'frozen_fish']",4
id_1107,"['tropical_fruit', 'rolls/buns', 'bottled_water']",3
id_1109,"['root_vegetables', 'other_vegetables']",2
id_1111,"['beef', 'root_vegetables']",2
id_1113,"['citrus_fruit', 'shopping_bags']",2
id_1114,"['snack_products', 'chocolate']",2
id_1116,"['frozen_meals', 'frozen_fish', 'chocolate']",3
id_1117,"['spread_cheese', 'rolls/buns']",2
id_1118,"['herbs', 'whole_milk']",2
id_1119,"['tropical_fruit', 'other_vegetables']",2
id_1120,"['domestic_eggs', 'margarine', 'bottled_water']",3
id_1121,"['frankfurter', 'domestic_eggs', 'rolls/buns']",3
id_1123,"['whole_milk', 'spread_cheese']",2
id_1124,"['soda', 'hygiene_articles', 'napkins']",3
id_1125,"['bottled_water', 'chocolate']",2
id_1127,"['whole_milk', 'frozen_vegetables']",2
id_1128,"['herbs', 'misc_beverages', 'shopping_bags']",3
id_1129,"['meat', 'curd', 'white_bread']",3
id_1130,"['yogurt', 'waffles']",2
id_1131,"['whipped/sour_cream', 'candy']",2
id_1135,"['butter', 'oil', 'cling_film/bags']",3
id_1138,"['yogurt', 'frozen_fish', 'ice_cream']",3
id_1139,"['yogurt', 'whipped/sour_cream', 'hard_cheese', 'ketchup']",4
id_1140,"['other_vegetables', 'whole_milk', 'coffee']",3
id_1142,"['yogurt', 'rolls/buns', 'misc_beverages']",3
id_1143,"['condensed_milk', 'coffee']",2
id_1144,"['root_vegetables', 'pastry']",2
id_1145,"['other_vegetables', 'oil']",2
id_1146,"['citrus_fruit', 'rolls/buns', 'snack_products']",3
id_1147,"['frankfurter', 'photo/film']",2
id_1150,"['root_vegetables', 'yogurt', 'beverages', 'flour']",4
id_1153,"['meat', 'citrus_fruit', 'whole_milk', 'spread_cheese']",4
id_1154,"['rolls/buns', 'zwieback', 'chocolate_marshmallow', 'dishes']",4
id_1155,"['cat_food', 'coffee']",2
id_1156,"['hard_cheese', 'honey', 'candy']",3
id_1157,"['rolls/buns', 'soda', 'newspapers']",3
id_1158,"['curd', 'napkins']",2
id_1159,"['meat', 'other_vegetables']",2
id_1160,"['whole_milk', 'rolls/buns', 'pastry']",3
id_1162,"['whole_milk', 'domestic_eggs', 'brown_bread', 'photo/film']",4
id_1163,"['whole_milk', 'newspapers']",2
id_1165,"['root_vegetables', 'other_vegetables', 'frozen_vegetables']",3
id_1166,"['whole_milk', 'whipped/sour_cream']",2
id_1167,"['meat', 'root_vegetables', 'whole_milk', 'newspapers']",4
id_1169,"['finished_products', 'misc_beverages']",2
id_1170,"['whole_milk', 'frozen_meals', 'rolls/buns', 'margarine']",4
id_1171,"['curd', 'yogurt']",2
id_1172,"['coffee', 'fruit/vegetable_juice']",2
id_1174,"['whole_milk', 'curd', 'brown_bread']",3
id_1176,"['yogurt', 'rolls/buns', 'meat_spreads', 'soda']",4
id_1177,"['beef', 'citrus_fruit', 'whole_milk']",3
id_1178,"['yogurt', 'uht-milk', 'rolls/buns', 'candles']",4
id_1181,"['finished_products', 'soda', 'specialty_chocolate']",3
id_1183,"['tropical_fruit', 'whole_milk']",2
id_1184,"['chicken', 'sugar', 'photo/film']",3
id_1186,"['hard_cheese', 'white_bread', 'brown_bread']",3
id_1190,"['tropical_fruit', 'rolls/buns', 'pastry']",3
id_1192,"['other_vegetables', 'pastry', 'candy', 'napkins']",4
id_1193,"['domestic_eggs', 'rolls/buns']",2
id_1194,"['pastry', 'soda']",2
id_1196,"['dessert', 'rolls/buns', 'sugar', 'bottled_water']",4
id_1197,"['pip_fruit', 'whole_milk', 'domestic_eggs']",3
id_1198,"['root_vegetables', 'whole_milk', 'rolls/buns', 'specialty_chocolate']",4
id_1199,"['root_vegetables', 'yogurt', 'pastry']",3
id_1200,"['other_vegetables', 'rolls/buns', 'soda']",3
id_1202,"['butter_milk', 'canned_fish']",2
id_1203,"['butter_milk', 'soft_cheese', 'rolls/buns']",3
id_1204,"['onions', 'other_vegetables', 'specialty_cheese']",3
id_1206,"['whole_milk', 'curd', 'dessert', 'shopping_bags']",4
id_1208,"['rolls/buns', 'soda', 'waffles', 'chewing_gum']",4
id_1209,"['rolls/buns', 'brown_bread', 'fruit/vegetable_juice', 'newspapers']",4
id_1210,"['mayonnaise', 'rolls/buns']",2
id_1212,"['citrus_fruit', 'other_vegetables', 'whole_milk', 'flour']",4
id_1215,"['soda', 'chewing_gum', 'newspapers', 'photo/film']",4
id_1216,"['whole_milk', 'rolls/buns']",2
id_1217,"['tropical_fruit', 'candy']",2
id_1219,"['frankfurter', 'white_bread', 'margarine', 'shopping_bags']",4
id_1221,"['whole_milk', 'fruit/vegetable_juice']",2
id_1222,"['pastry', 'newspapers']",2
id_1223,"['condensed_milk', 'coffee']",2
id_1225,"['pastry', 'soda']",2
id_1226,"['soda', 'fruit/vegetable_juice', 'specialty_bar']",3
id_1227,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4
id_1228,"['whipped/sour_cream', 'domestic_eggs', 'margarine']",3
id_1229,"['root_vegetables', 'other_vegetables', 'photo/film']",3
id_1230,"['pastry', 'soda']",2
id_1232,"['yogurt', 'rolls/buns']",2
id_1233,"['frankfurter', 'rolls/buns', 'brown_bread', 'shopping_bags']",4
id_1235,"['specialty_cheese', 'hygiene_articles', 'newspapers', 'shopping_bags']",4
id_1236,"['rolls/buns', 'pastry']",2
id_1237,"['dental_care', 'male_cosmetics']",2
id_1238,"['rolls/buns', 'soda']",2
id_1239,"['whole_milk', 'pastry', 'soda']",3
id_1240,"['beef', 'tropical_fruit', 'root_vegetables', 'whole_milk']",4
id_1241,"['dessert', 'beverages', 'ice_cream', 'soda']",4
id_1242,"['whole_milk', 'frozen_vegetables']",2
id_1243,"['whole_milk', 'curd', 'margarine']",3
id_1245,"['rolls/buns', 'canned_fruit']",2
id_1246,"['beverages', 'waffles']",2
id_1247,"['whole_milk', 'brown_bread', 'pastry']",3
id_1248,"['whole_milk', 'frozen_dessert', 'margarine', 'snack_products']",4
id_1251,"['frankfurter', 'rolls/buns']",2
id_1253,"['bottled_water', 'long_life_bakery_product']",2
id_1254,"['other_vegetables', 'white_bread', 'newspapers']",3
id_1257,"['rolls/buns', 'soda']",2
id_1258,"['berries', 'cookware', 'flower_(seeds)']",3
id_1259,"['photo/film', 'shopping_bags']",2
id_1262,"['other_vegetables', 'specialty_cheese']",2
id_1263,"['ice_cream', 'chewing_gum']",2
id_1264,"['frozen_meals', 'pastry', 'pasta']",3
id_1265,"['frankfurter', 'root_vegetables']",2
id_1266,"['frozen_meals', 'soda', 'shopping_bags']",3
id_1270,"['pastry', 'soda']",2
id_1272,"['cat_food', 'waffles']",2
id_1273,"['bottled_water', 'soda']",2
id_1274,"['soda', 'chocolate']",2
id_1278,"['pastry', 'soda']",2
id_1280,"['brown_bread', 'bottled_water']",2
id_1282,"['long_life_bakery_product', 'pot_plants']",2
id_1283,"['butter', 'napkins']",2
id_1284,"['whole_milk', 'seasonal_products', 'shopping_bags']",3
id_1288,"['rolls/buns', 'brown_bread']",2
id_1289,"['dessert', 'soft_cheese', 'rolls/buns']",3
id_1292,"['whole_milk', 'canned_fish', 'newspapers']",3
id_1293,"['whole_milk', 'newspapers']",2
id_1294,"['citrus_fruit', 'whole_milk']",2
id_1296,"['chocolate', 'napkins']",2
id_1298,"['rolls/buns', 'white_bread', 'waffles']",3
id_1299,"['root_vegetables', 'whole_milk', 'rolls/buns']",3
id_1301,"['tropical_fruit', 'domestic_eggs', 'newspapers']",3
id_1305,"['whipped/sour_cream', 'candy']",2
id_1308,"['other_vegetables', 'soda', 'specialty_bar']",3
id_1309,"['fish', 'rolls/buns', 'pot_plants']",3
id_1312,"['pip_fruit', 'yogurt']",2
id_1313,"['yogurt', 'frozen_vegetables', 'decalcifier']",3
id_1315,"['whole_milk', 'frozen_meals', 'pasta', 'candy']",4
id_1318,"['whole_milk', 'cereals']",2
id_1319,"['bottled_water', 'soda']",2
id_1320,"['whole_milk', 'napkins']",2
id_1322,"['whole_milk', 'specialty_bar']",2
id_1324,"['dessert', 'frozen_potato_products', 'specialty_chocolate']",3
id_1326,"['onions', 'other_vegetables', 'spread_cheese', 'misc_beverages']",4
id_1328,"['frankfurter', 'curd', 'semi-finished_bread']",3
id_1329,"['other_vegetables', 'whole_milk']",2
id_1330,"['root_vegetables', 'whole_milk', 'hard_cheese', 'candy']",4
id_1331,"['finished_products', 'pip_fruit', 'frozen_potato_products', 'soda']",4
id_1332,"['soda', 'shopping_bags']",2
id_1340,"['fruit/vegetable_juice', 'salty_snack']",2
id_1342,"['yogurt', 'misc_beverages']",2
id_1343,"['cream_cheese', 'rolls/buns', 'candy', 'shopping_bags']",4
id_1346,"['whole_milk', 'beverages']",2
id_1348,"['roll_products', 'misc_beverages']",2
id_1353,"['butter_milk', 'pastry']",2
id_1354,"['misc_beverages', 'salty_snack']",2
id_1357,"['butter', 'ice_cream', 'margarine', 'soda']",4
id_1359,"['yogurt', 'frozen_vegetables']",2
id_1360,"['root_vegetables', 'whole_milk', 'rolls/buns']",3
id_1362,"['uht-milk', 'bottled_water', 'soda']",3
id_1363,"['whole_milk', 'dessert', 'butter_milk']",3
id_1364,"['salty_snack', 'female_sanitary_products']",2
id_1365,"['soda', 'skin_care']",2
id_1367,"['citrus_fruit', 'tropical_fruit', 'ice_cream']",3
id_1369,"['citrus_fruit', 'tropical_fruit', 'brown_bread', 'napkins']",4
id_1370,"['bottled_water', 'soda', 'waffles']",3
id_1372,"['curd', 'cake_bar']",2
id_1374,"['specialty_cheese', 'chewing_gum']",2
id_1375,"['other_vegetables', 'white_bread']",2
id_1376,"['whole_milk', 'cream_cheese', 'salty_snack', 'candy']",4
id_1381,"['root_vegetables', 'whole_milk', 'roll_products']",3
id_1383,"['pasta', 'soda', 'snack_products', 'cake_bar']",4
id_1386,"['whole_milk', 'frozen_vegetables', 'coffee']",3
id_1387,"['beef', 'other_vegetables']",2
id_1393,"['frankfurter', 'rolls/buns', 'margarine', 'soda']",4
id_1394,"['beef', 'other_vegetables', 'margarine', 'soda']",4
id_1395,"['whole_milk', 'frozen_meals', 'specialty_chocolate']",3
id_1396,"['other_vegetables', 'pot_plants']",2
id_1397,"['onions', 'roll_products']",2
id_1398,"['zwieback', 'long_life_bakery_product', 'dental_care']",3
id_1399,"['frankfurter', 'curd_cheese']",2
id_1400,"['onions', 'yogurt', 'ice_cream']",3
id_1403,"['curd', 'cat_food', 'soda']",3
id_1405,"['other_vegetables', 'processed_cheese', 'tea']",3
id_1407,"['whipped/sour_cream', 'domestic_eggs', 'bottled_water', 'soda']",4
id_1408,"['root_vegetables', 'semi-finished_bread', 'specialty_bar']",3
id_1409,"['pip_fruit', 'soft_cheese', 'tidbits']",3
id_1412,"['soda', 'specialty_bar']",2
id_1414,"['cereals', 'specialty_chocolate', 'pot_plants']",3
id_1415,"['frankfurter', 'soda', 'shopping_bags']",3
id_1416,"['uht-milk', 'cream_cheese', 'spread_cheese', 'rolls/buns']",4
id_1417,"['misc_beverages', 'specialty_chocolate']",2
id_1419,"['bottled_water', 'soda']",2
id_1420,"['meat_spreads', 'specialty_bar']",2
id_1421,"['brown_bread', 'bottled_water', 'specialty_bar']",3
id_1425,"['citrus_fruit', 'herbs', 'other_vegetables', 'curd']",4
id_1428,"['beef', 'chocolate']",2
id_1429,"['mayonnaise', 'white_bread', 'soda']",3
id_1430,"['fruit/vegetable_juice', 'chewing_gum']",2
id_1431,"['dog_food', 'cling_film/bags']",2
id_1434,"['meat', 'other_vegetables', 'white_bread', 'newspapers']",4
id_1435,"['whole_milk', 'rolls/buns', 'specialty_chocolate', 'candy']",4
id_1436,"['tropical_fruit', 'whole_milk', 'margarine', 'sugar']",4
id_1438,"['other_vegetables', 'whole_milk', 'waffles']",3
id_1439,"['frozen_vegetables', 'domestic_eggs', 'pastry']",3
id_1442,"['meat', 'newspapers']",2
id_1443,"['beef', 'whole_milk', 'margarine', 'salty_snack']",4
id_1444,"['other_vegetables', 'frozen_fish', 'vinegar']",3
id_1445,"['whole_milk', 'domestic_eggs', 'cling_film/bags']",3
id_1448,"['root_vegetables', 'uht-milk', 'soda']",3
